title,url,sqm,rooms,state,elevator,price
"Piso en venta en Passatge de Saladrigas, 4",https://www.idealista.com/inmueble/85634785/,81.0,3.0,second_hand,True,553000.0
"Piso en venta en calle de Marià Aguiló, 114",https://www.idealista.com/inmueble/90901837/,69.0,2.0,need_renovation,False,225000.0
Piso en venta en Amistat,https://www.idealista.com/inmueble/91112896/,50.0,2.0,second_hand,False,212000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/90188825/,71.0,1.0,second_hand,False,383000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/90188814/,42.0,1.0,second_hand,False,220000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89899132/,71.0,3.0,second_hand,True,380000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89899110/,71.0,3.0,second_hand,True,374000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898773/,42.0,1.0,second_hand,False,226000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898736/,42.0,1.0,second_hand,False,226000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898712/,71.0,1.0,second_hand,False,383000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898695/,42.0,1.0,second_hand,False,223000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898656/,42.0,2.0,second_hand,False,223000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898617/,71.0,2.0,second_hand,False,380000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898578/,42.0,1.0,second_hand,False,220000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898543/,71.0,2.0,second_hand,False,377000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898517/,42.0,1.0,second_hand,False,220000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898488/,71.0,3.0,second_hand,False,377000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898461/,42.0,2.0,second_hand,False,217000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898433/,71.0,3.0,second_hand,False,374000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898408/,42.0,1.0,second_hand,False,217000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898375/,42.0,2.0,second_hand,False,214000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898353/,71.0,3.0,second_hand,False,371000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898326/,42.0,2.0,second_hand,False,214000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89898287/,71.0,3.0,second_hand,False,371000.0
Piso en venta en rambla del Poblenou,https://www.idealista.com/inmueble/89897052/,40.0,1.0,second_hand,False,213100.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89872542/,71.0,3.0,second_hand,True,380000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89872534/,42.0,1.0,second_hand,False,226000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89872532/,42.0,1.0,second_hand,False,223000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89872531/,42.0,2.0,second_hand,False,223000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89872527/,71.0,3.0,second_hand,False,377000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89872524/,42.0,1.0,second_hand,False,217000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/89872522/,42.0,2.0,second_hand,False,214000.0
Piso en venta en calle de Llull,https://www.idealista.com/inmueble/90314144/,75.0,3.0,second_hand,True,259900.0
Piso en venta en avenida Diagonal,https://www.idealista.com/inmueble/89958025/,61.0,3.0,second_hand,True,240000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/85527142/,64.0,2.0,second_hand,False,319000.0
"Piso en venta en Passatge d'Aymà, 5",https://www.idealista.com/inmueble/90223716/,70.0,2.0,second_hand,True,380000.0
Ático en venta en calle de Pere IV,https://www.idealista.com/inmueble/90064950/,104.0,3.0,second_hand,True,490000.0
"Piso en venta en calle de Pujades, 237",https://www.idealista.com/inmueble/91233479/,80.0,3.0,second_hand,True,365000.0
"Piso en venta en rambla del Poblenou, 92",https://www.idealista.com/inmueble/91205825/,84.0,2.0,second_hand,True,320000.0
Piso en venta en rambla del Poblenou,https://www.idealista.com/inmueble/90863180/,65.0,2.0,need_renovation,True,240000.0
Piso en venta en pallars,https://www.idealista.com/inmueble/90408260/,51.0,2.0,second_hand,False,220000.0
Piso en venta en calle de Bac de Roda,https://www.idealista.com/inmueble/89458573/,114.0,4.0,second_hand,False,495000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/90646503/,72.0,2.0,second_hand,True,280000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/89967997/,114.0,3.0,second_hand,True,499000.0
Piso en venta en calle de Pujades,https://www.idealista.com/inmueble/86262605/,76.0,3.0,second_hand,True,355000.0
Piso en venta en rambla POBLENOU,https://www.idealista.com/inmueble/81301505/,85.0,3.0,second_hand,True,395000.0
Piso en venta en DIAGONAL,https://www.idealista.com/inmueble/91222093/,70.0,2.0,second_hand,True,214000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/90867600/,67.0,3.0,second_hand,False,230000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/89973440/,58.0,3.0,second_hand,True,280000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/86232024/,76.0,3.0,second_hand,True,355000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/85670600/,115.0,4.0,second_hand,False,510000.0
Piso en venta en calle de Pujades,https://www.idealista.com/inmueble/91239723/,83.0,3.0,second_hand,True,365000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/90871440/,63.0,3.0,second_hand,False,230000.0
Ático en venta en rambla del Poblenou,https://www.idealista.com/inmueble/90743386/,65.0,2.0,need_renovation,False,350000.0
Piso en venta en calle de Lope de Vega,https://www.idealista.com/inmueble/87553749/,103.0,3.0,second_hand,True,495000.0
Piso en venta en rambla POBLENOU,https://www.idealista.com/inmueble/81468162/,90.0,3.0,second_hand,True,395000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/90911655/,75.0,2.0,second_hand,False,275000.0
"Piso en venta en calle del Laberint, 10",https://www.idealista.com/inmueble/90613068/,96.0,3.0,second_hand,True,460000.0
"Dúplex en venta en rambla Poblenou, 11",https://www.idealista.com/inmueble/90416158/,120.0,3.0,second_hand,False,420000.0
"Piso en venta en Passatge d'Aymà, 5",https://www.idealista.com/inmueble/89408656/,80.0,3.0,second_hand,True,420000.0
Piso en venta en calle de la Ciutat de Granada,https://www.idealista.com/inmueble/88952381/,75.0,2.0,need_renovation,False,250000.0
Piso en venta en rambla del Poblenou,https://www.idealista.com/inmueble/91089302/,41.0,1.0,second_hand,False,197000.0
Piso en venta en avenida Diagonal,https://www.idealista.com/inmueble/90893985/,70.0,2.0,second_hand,True,214000.0
Piso en venta en calle de Bac de Roda,https://www.idealista.com/inmueble/89996958/,53.0,3.0,need_renovation,True,230000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/86785026/,76.0,3.0,second_hand,True,355000.0
"Dúplex en venta en Passatge de Mas de Roda, 9",https://www.idealista.com/inmueble/39577574/,140.0,0.0,need_renovation,False,695000.0
"Estudio en venta en calle Marià Aguiló, 90",https://www.idealista.com/inmueble/2041108/,116.0,0.0,second_hand,True,399000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/89392703/,71.0,3.0,second_hand,False,300000.0
Piso en venta en calle de Pere IV,https://www.idealista.com/inmueble/89974543/,50.0,3.0,second_hand,True,269900.0
Piso en venta en calle de Pere IV,https://www.idealista.com/inmueble/89974549/,50.0,1.0,second_hand,True,299900.0
Piso en venta en Espronceda,https://www.idealista.com/inmueble/91078203/,60.0,2.0,second_hand,False,212000.0
Piso en venta en calle de Marià Aguiló,https://www.idealista.com/inmueble/90895113/,60.0,3.0,need_renovation,False,230000.0
Piso en venta en calle de Ramon Turró,https://www.idealista.com/inmueble/89376932/,53.0,2.0,second_hand,False,250000.0
Piso en venta en calle de Fernando Poo,https://www.idealista.com/inmueble/87058429/,45.0,2.0,second_hand,False,200000.0
Piso en venta en calle Sant Francesc s/n,https://www.idealista.com/inmueble/88867651/,66.0,2.0,second_hand,False,385000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/89395350/,75.0,3.0,need_renovation,False,250000.0
Piso en venta en calle de la Llacuna,https://www.idealista.com/inmueble/90344686/,86.0,2.0,second_hand,False,545000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/90917679/,68.0,3.0,second_hand,False,230000.0
Piso en venta en El Poblenou,https://www.idealista.com/inmueble/91093385/,41.0,1.0,second_hand,False,197000.0
"Piso en venta en calle de pujades, 286",https://www.idealista.com/inmueble/34244877/,71.0,2.0,second_hand,False,350000.0
Piso en venta en calle Ramon Turro,https://www.idealista.com/inmueble/28684305/,85.0,2.0,second_hand,True,349000.0
"Ático en venta en calle Rambla del Poblenou, 117",https://www.idealista.com/inmueble/90533326/,110.0,3.0,second_hand,True,640000.0
"Piso en venta en Passatge de Massaguer, 7",https://www.idealista.com/inmueble/37553219/,75.0,2.0,second_hand,True,390000.0
"Piso en venta en calle de Marià Aguiló, 56",https://www.idealista.com/inmueble/88094197/,50.0,1.0,second_hand,False,230000.0
